ns,page,sender,recipients,cardinality,timestamp
1,Talk:Second Cold War,George Ho,Olivia Klacik,1,"22:23, 12 March 2025 (UTC)"
1,Talk:Second Cold War,George Ho,Peterdownunder,1,"11:02, 15 March 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 82,Cactusisme,BRPever,1,"09:29, 17 March 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 82,Cactusisme,Wikipedian2025,1,"22:50, 23 March 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 82,Jlwoodwa,BRPever,1,"04:21, 2 April 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 82,Raayaan9911,Bsadowski1,1,"04:08, 3 April 2025 (UTC)"
1,Talk:Aromobates molinarii,Darkfrog24,TG-article,1,"12:53, 20 March 2025 (UTC)"
1,Talk:Aromobates serranus,Darkfrog24,TG-article,1,"12:13, 21 March 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Isanosaurus,FusionSub,Fr33kman,1,"12:57, 22 March 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Alexander Lukison,FusionSub,Eptalon,1,"11:50, 23 March 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Wikipedia:Upload,TagUser,Davey2010,1,"20:31, 26 March 2025 (UTC)"
3,User talk:Fehufanga/Archive 9,Fehufanga,Cactusisme,1,"04:17, 21 June 2024 (UTC)"
3,User talk:Fehufanga/Archive 9,Ferien,Cyber.Eyes.2005,1,"07:58, 18 August 2024 (UTC)"
3,User talk:Ferien/Archives/2025/January,Ferien,Davey2010,1,"22:13, 2 January 2025 (UTC)"
4,Wikipedia:Requests for adminship/Adelaideslement8723,Lee Vilenski,Adelaideslement8723,1,"21:14, 1 April 2025 (UTC)"
3,User talk:MathXplore/2025/04,ScottishFinnishRadish,Qeox,1,"17:11, 28 April 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-04,Anzer Ayoob,fr33kman,1,"09:31, 15 April 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-04,MathXplore,Fr33kman,1,"12:16, 19 April 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-04,MathXplore,Fr33kman,1,"23:29, 19 April 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-04,MathXplore,Fr33kman,1,"01:44, 29 April 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-04,MathXplore,AramilFeraxa|BRPever|Fr33kman,3,"12:41, 29 April 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-04,BRPever,Eptalon,1,"14:19, 1 May 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/III,Auntof6,Ternera,1,"10:49, 10 April 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Muna Omari,Auntof6,Editoromar9|Kuskrey,2,"20:31, 10 April 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 167,TagUser,BRPever|Eptalon|Ferien,3,"03:03, 18 April 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 167,Cactusisme,BRPever,1,"03:30, 25 March 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 167,Auntof6,Sheriff U3,1,"21:22, 19 April 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 167,11USA11,Djsasso,1,"05:14, 23 April 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 167,TDKR Chicago 101,BRPever,1,"06:48, 25 April 2025 (UTC)"
3,User talk:Sahil223388,Ravensfire,MathXplore|Sahil99906,2,"16:08, 17 April 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Il Fungo (Grigna) (2nd nomination),Fehufanga,Eptalon|FusionSub|Griffinofwales|Jlwoodwa|Lionsonny|User:Zjui3r,6,"03:04, 18 April 2025 (UTC)"
3,User talk:Average tetrachloroethylene enjoyer,Average tetrachloroethylene enjoyer,davey2010,1,"12:22, 18 April 2025 (UTC)"
3,User talk:Average tetrachloroethylene enjoyer,Average tetrachloroethylene enjoyer,davey2010,1,"12:25, 18 April 2025 (UTC)"
3,User talk:Cracktastic Science,Ferien,~2025-28382-09,1,"17:27, 25 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 83,Auntof6,Sunilcdk,1,"07:55, 8 April 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 83,Adelaideslement8723,HistorianAlferedo,1,"20:56, 16 April 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 83,Adelaideslement8723,Durjan Singh Jadon,1,"10:28, 17 April 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 83,Lee Vilenski,Davey2010,1,"19:41, 20 April 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 83,TagUser,Fr33kman,1,"04:30, 29 April 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 83,Davey2010,Tito at shopping,1,"17:37, 28 April 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 83,Auntof6,Fr33kman,1,"04:29, 29 April 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Tropical Storm Peter (2004th nomination),FusionSub,A1Cafel,1,"10:56, 25 April 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Behzad Qasemi,Cactusisme,Onyeeze2024,1,"04:18, 26 April 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Paras Brahmani Internet Personality,FusionSub,M7,1,"07:23, 10 May 2025 (UTC)"
3,User talk:Victor Ningthemcha,Victor Ningthemcha,Tanbiruzzaman,1,"01:30, 17 November 2025 (UTC)"
4,Wikipedia:Proposed very good articles/Archive 13,TDKR Chicago 101,Barras|Eptalon,2,"02:09, 14 September 2025 (UTC)"
1,Talk:1755 Cape Ann earthquake,Barras,Asteralee|Lee Vilenski,2,"18:17, 30 May 2025 (UTC)"
1,Talk:Protests against the 2025 India-Pakistan conflict,Toddy1,Baangla|Zubarkokar,2,"09:16, 8 November 2025 (UTC)"
1,Talk:2025 India–Pakistan conflict,Baangla,Ferien|MathXplore|Zubarkokar,3,"12:50, 7 November 2025 (UTC)"
1,Talk:2025 India–Pakistan conflict,Baangla,CountryANDWestern,1,"13:30, 7 November 2025 (UTC)"
1,Talk:2025 India–Pakistan conflict,Baangla,Tanbiruzzaman,1,"10:29, 24 November 2025 (UTC)"
1,Talk:2025 India–Pakistan conflict,Baangla,Tanbiruzzaman,1,"12:11, 24 November 2025 (UTC)"
1,Talk:2025 India–Pakistan conflict,Zubarkokar,Baangla|CountryANDWestern|Rhi12345|Tanbiruzzaman|Toddy1,5,"04:48, 15 December 2025 (UTC)"
1,Talk:2025 India–Pakistan conflict,Zubarkokar,HarryinLondon,1,"04:01, 10 January 2026 (UTC)"
1,Talk:2025 India–Pakistan conflict,Zubarkokar,CountryANDWestern|Tanbiruzzaman,2,"19:17, 10 January 2026 (UTC)"
1,Talk:2025 India–Pakistan conflict,Zubarkokar,HarryinLondon|The OSINT Guy,2,"17:33, 19 January 2026 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Sculptor,TagUser,Catcus DeMeowwy,1,"03:02, 14 May 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/ZipKing,Auntof6,Sujon004,1,"11:33, 18 May 2025 (UTC)"
3,User talk:CountryANDWestern/Archive 1,Cooldudeseven7,CountryANDWestern,1,"11:27, 21 May 2025 (UTC)"
3,User talk:CountryANDWestern/Archive 1,Orthodox Yash,CountryANDWestern,1,"13:34, 6 August 2025 (UTC)"
3,User talk:CountryANDWestern/Archive 1,Orthodox Yash,CountryANDWestern,1,"13:39, 6 August 2025 (UTC)"
3,User talk:CountryANDWestern/Archive 1,Ferien,Jsanihsjsn,1,"14:38, 22 October 2025 (UTC)"
3,User talk:CountryANDWestern/Archive 1,Baangla,Zubarkokar,1,"20:29, 7 November 2025 (UTC)"
3,User talk:CountryANDWestern/Archive 1,Ferien,Baangla,1,"20:40, 7 November 2025 (UTC)"
3,User talk:CountryANDWestern/Archive 1,Baangla,Ferien,1,"21:12, 7 November 2025 (UTC)"
3,User talk:CountryANDWestern/Archive 1,Ferien,Baangla,1,"21:31, 7 November 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,Fr33kman,1,"23:38, 5 May 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,Fr33kman,1,"00:06, 6 May 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,Fr33kman,1,"22:58, 11 May 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,Fr33kman,1,"14:30, 18 May 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,Fr33kman,1,"12:20, 15 May 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,Fr33kman,1,"14:48, 18 May 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,Fr33kman,1,"12:03, 23 May 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,Fr33kman,1,"07:06, 21 May 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,Fr33kman,1,"13:05, 25 May 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,BRPever|Eptalon|Fr33kman,3,"13:36, 25 May 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,Fr33kman,1,"12:27, 31 May 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,Fr33kman,1,"13:27, 25 May 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,Fr33kman,1,"11:51, 26 May 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,Fr33kman,1,"23:09, 26 May 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,Fr33kman,1,"07:03, 29 May 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-05,MathXplore,Fr33kman,1,"12:12, 29 May 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 84,Cactusisme,Auntof6,1,"00:42, 4 May 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 84,Fr33kman,Ternera,1,"16:39, 14 May 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 84,BigKrow,Fr33kman,1,"19:39, 14 May 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 84,Auntof6,Chenzw,1,"04:20, 14 May 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 84,Auntof6,Fr33kman,1,"19:39, 2 June 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/T.M.R.P.K. Tennakoon,Fr33kman,BRPever,1,"22:27, 21 May 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Bangladesh national cricket team statistics and records,BlackJack,Auntof6,1,"20:17, 5 June 2025 (UTC)"
3,User talk:Cooldudeseven7,Cooldudeseven7,BlackJack,1,"11:21, 21 May 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 168,TagUser,RussBot,1,"18:40, 6 May 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 168,BlackJack,MrMeAndMrMe,1,"08:55, 24 May 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 168,BlackJack,Auntof6,1,"08:57, 24 May 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 168,BlackJack,Kikikiki.aka,1,"09:23, 25 May 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 168,Auntof6,Operator873,1,"02:10, 11 June 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 168,Fr33kman,Auntof6,1,"23:35, 18 May 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/List of Indonesia Twenty20 International cricketers,BlackJack,Lee|Lee Vilenski,2,"14:52, 24 May 2025 (UTC)"
3,User talk:Barras/Archive 25,Barras,Ferien,1,"14:19, 17 July 2025 (UTC)"
3,User talk:Barras/Archive 25,Ferien,Fr33kman,1,"20:13, 17 July 2025 (UTC)"
3,User talk:Barras/Archive 25,Fr33kman,Ferien,1,"21:04, 17 July 2025 (UTC)"
3,User talk:Barras/Archive 25,Ferien,Fr33kman,1,"21:33, 17 July 2025 (UTC)"
3,User talk:Barras/Archive 25,Barras,BRPever,1,"18:54, 22 July 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Roshan Shrestha (Nepali journalist),CountryANDWestern,Auntof6|BRPever|Eptalon,3,"14:12, 27 May 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Statue of Gautama Buddha,Barras,Barras,1,"21:44, 29 May 2025 (UTC)"
1,Talk:Oriente,2607:F140:6000:8072:35A1:854D:AA81:AC90,Davey2010,1,"21:54, 30 May 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Tushir (caste),Barras,Fr33kman,1,"20:32, 2 June 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Lucky Gupta (Indian entrepreneur),FusionSub,Eptalon,1,"10:20, 3 June 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-06,MathXplore,Fr33kman,1,"11:54, 1 June 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-06,MathXplore,Fr33kman,1,"23:14, 2 June 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-06,MathXplore,Eptalon,1,"22:34, 5 June 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-06,MathXplore,Fr33kman,1,"22:41, 5 June 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-06,MathXplore,Bsadowski1|Fr33kman,2,"22:38, 8 June 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-06,MathXplore,BRPever|Fr33kman,2,"07:21, 10 June 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-06,MathXplore,Fr33kman,1,"03:26, 13 June 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-06,MathXplore,Fr33kman,1,"12:09, 14 June 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-06,MathXplore,Fr33kman,1,"13:16, 17 June 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-06,MathXplore,Fr33kman,1,"12:06, 24 June 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-06,MathXplore,BRPever|Eptalon|Fr33kman,3,"22:51, 24 June 2025 (UTC)"
1,Talk:List of cities in Minnesota,Ieditrandomarticles,Ieditrandomarticles,1,"03:30, 9 June 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/List of schools in Leeds,BlackJack,BlackJack,1,"08:43, 12 June 2025 (UTC)"
4,Wikipedia:Requests for adminship/Barras 2,Ferien,BZPN|Cactusisme|Davey2010|Raayaan9911,4,"12:45, 14 June 2025 (UTC)"
4,Wikipedia:Requests for adminship/Barras 2,BRPever,BZPN,1,"22:22, 12 June 2025 (UTC)"
4,Wikipedia:Requests for adminship/Barras 2,Ferien,Steven1991,1,"17:00, 15 June 2025 (UTC)"
4,Wikipedia:Requests for adminship/Barras 2,Ferien,Steven1991,1,"21:30, 15 June 2025 (UTC)"
4,Wikipedia:Requests for adminship/Barras 2,BRPever,FusionSub,1,"20:44, 14 June 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Battle of Alexandria (936),BlackJack,Davey|Davey2010,2,"03:47, 13 June 2025 (UTC)"
3,User talk:BlackJack/Archive 1,BlackJack,Cactus|Cactusisme,2,"10:48, 13 May 2025 (UTC)"
3,User talk:BlackJack/Archive 1,BlackJack,MathXplore,1,"14:12, 13 May 2025 (UTC)"
3,User talk:BlackJack/Archive 1,BlackJack,CountryANDWestern,1,"09:57, 23 May 2025 (UTC)"
3,User talk:BlackJack/Archive 1,BlackJack,Auntof6,1,"09:31, 29 May 2025 (UTC)"
3,User talk:BlackJack/Archive 1,BlackJack,BRP|BRPever,2,"09:10, 25 May 2025 (UTC)"
3,User talk:BlackJack/Archive 1,BlackJack,Cactus|Cactusisme,2,"13:29, 26 May 2025 (UTC)"
3,User talk:BlackJack/Archive 1,BlackJack,BRP|BRPever,2,"19:29, 7 June 2025 (UTC)"
3,User talk:BlackJack/Archive 1,BlackJack,Auntof6,1,"20:46, 12 June 2025 (UTC)"
3,User talk:BlackJack/Archive 1,BlackJack,Barras,1,"18:17, 28 June 2025 (UTC)"
3,User talk:BlackJack/Archive 1,BlackJack,canadachick,1,"19:28, 13 October 2025 (UTC)"
3,User talk:BlackJack/Archive 1,BlackJack,Ferien,1,"10:16, 20 October 2025 (UTC)"
3,User talk:BlackJack/Archive 1,BlackJack,Bobo|Bobo192,2,"23:32, 16 November 2025 (UTC)"
1,Talk:Sarutahiko Ōkami,Auntof6,Immanuelle,1,"05:43, 14 June 2025 (UTC)"
3,User talk:Haoreima/WikiProject Meitei civilization,Victor Ningthemcha,Victor Ningthemcha,1,"11:01, 5 July 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 85,Auntof6,Barras,1,"21:15, 3 June 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 85,Auntof6,Operator873,1,"02:10, 11 June 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 85,Graywalls,fr33kman,1,"19:44, 14 June 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 85,Graywalls,fr33kman,1,"22:06, 14 June 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 85,BRPever,Auntof6,1,"23:40, 17 June 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 85,CountryANDWestern,BRPever,1,"20:43, 18 June 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 85,BRPever,Steven1991,1,"12:12, 22 June 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 85,BlackJack,Ternera,1,"16:29, 4 July 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 85,BlackJack,Ferien,1,"16:54, 4 July 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 85,Ferien,Asteralee,1,"20:19, 6 July 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 85,Polygnotus,Auntof6|BRPever|Barras|Bsadowski1|Eptalon|Fehufanga|Ferien|FusionSub|Lee Vilenski|M7|MathXplore|TDKR Chicago 101|Vermont,13,"07:33, 11 July 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 85,Ferien,Fr33kman,1,"14:45, 11 July 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Penjwen Revolt,Ferien,Fr33kman,1,"22:11, 6 July 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Willie D. Spears Jr.,Ferien,Cactusisme,1,"20:24, 2 July 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 169,CountryANDWestern,Haoreima,1,"16:51, 7 July 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 169,Polygnotus,Trappist the monk,1,"07:52, 10 July 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 169,Ferien,Polygnotus,1,"22:35, 10 July 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 169,Auntof6/simplediffs,Polygnotus,1,"22:39, 10 July 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 169,Ferien,Fr33kman,1,"21:01, 29 June 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 169,Ferien,Fr33kman,1,"22:42, 29 June 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 169,Ferien,fr33kman,1,"23:10, 12 July 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Gopa (caste),Ferien,Fr33kman,1,"13:07, 5 July 2025 (UTC)"
3,User talk:ImprovedWikiImprovment/Archives/2024,ImprovedWikiImprovment,Ferien,1,"13:18, 7 November 2024 (UTC)"
3,User talk:ImprovedWikiImprovment/Archives/2024,ImprovedWikiImprovment,Ferien,1,"15:51, 4 December 2024 (UTC)"
3,User talk:ImprovedWikiImprovment/Archives/2024,ImprovedWikiImprovment,Tropical Storm Angela,1,"14:30, 10 December 2024 (UTC)"
3,User talk:ImprovedWikiImprovment/Archives/2024,ImprovedWikiImprovment,PotsdamLamb,1,"13:21, 7 November 2024 (UTC)"
3,User talk:ImprovedWikiImprovment/Archives/2024,ImprovedWikiImprovment,Eptalon,1,"13:20, 7 November 2024 (UTC)"
3,User talk:ImprovedWikiImprovment/Archives/2024,ImprovedWikiImprovment,Darkfrog24,1,"13:11, 24 April 2025 (UTC)"
3,User talk:ImprovedWikiImprovment/Archives/2024,ImprovedWikiImprovment,Darkfrog24,1,"21:52, 24 April 2025 (UTC)"
3,User talk:ImprovedWikiImprovment/Archives/2024,ImprovedWikiImprovment,Darkfrog24,1,"12:05, 26 April 2025 (UTC)"
3,User talk:ImprovedWikiImprovment/Archives/2025,ImprovedWikiImprovment,Qewse,1,"13:13, 24 April 2025 (UTC)"
3,User talk:ImprovedWikiImprovment/Archives/2025,ImprovedWikiImprovment,Qewse,1,"13:16, 24 April 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Disney Tsum Tsum (TV series),Auntof6,Fr33kman,1,"17:54, 30 June 2025 (UTC)"
3,User talk:2600:480A:4A51:9300:2B5B:28A9:C487:DDD1,Ferien,Barras|Steven1991,2,"10:35, 1 July 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Edgar Kaminskyi,Ferien,Mrfixer2024,1,"22:13, 6 July 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Cass Chiu,Ferien,江马,1,"22:25, 5 July 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Manuel L. Quezon High School,Ferien,Buszmail,1,"23:10, 2 July 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/David Woodard,Grnrchst,BRPever|Eptalon|Fehufanga|Ferien,4,"10:03, 2 July 2025 (UTC)"
4,Wikipedia:Proposed article demotion/Archive 5,Lights and freedom,Macdonald-ross,1,"23:57, 29 July 2022 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Green View Tower,Ferien,CountryANDWestern,1,"13:37, 5 July 2025 (UTC)"
3,User talk:Canadachick,Canadachick,Aurafish,1,"07:44, 12 June 2026 (UTC)"
3,User talk:Ayyuban,Cactusisme,Auntof6|HouseBlaster|MathXplore,3,"07:23, 11 July 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Omar Juarez,Ferien,Denny Hasen,1,"20:05, 21 July 2025 (UTC)"
1,Talk:Nashville Sounds,Canadachick,NatureBoyMD,1,"17:57, 11 August 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Swazer,ImprovedWikiImprovment,Fr33kman,1,"21:36, 12 July 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Raj Kosaraju,Ferien,Mrfixer2024,1,"11:33, 16 July 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-07,MathXplore,BRPever,1,"22:55, 3 July 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-07,MathXplore,Fr33kman,1,"13:53, 9 July 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-07,Cactusisme,Barras,1,"03:41, 19 July 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-07,MathXplore,Fr33kman,1,"07:59, 11 July 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-07,MathXplore,Fr33kman|Kajmer05,2,"23:17, 11 July 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-07,MathXplore,Fr33kman,1,"11:57, 21 July 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-07,MathXplore,Fr33kman,1,"22:35, 29 July 2025 (UTC)"
3,User talk:Abdufattohov Ibrohimjon,Barras,BRPever|Bsadowski1|Eptalon|Fr33kman|Peterdownunder|Vermont,6,"10:58, 3 August 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Dark-ego-vehicle principle,Polygnotus,Eptalon,1,"13:40, 17 July 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Discrimination against transgender women,Canadachick,CountryANDWestern,1,"19:27, 17 July 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Discrimination against transgender women,Canadachick,CountryANDWestern,1,"19:46, 17 July 2025 (UTC)"
4,Wikipedia:Requests for adminship/Cactusisme 2,Ferien,Cactusisme,1,"18:35, 29 July 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 86,Ferien,Barras,1,"21:53, 18 July 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 86,Auntof6,Ternera,1,"01:15, 16 July 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 86,Canadachick,NorthernWinds|Rayman4SB,2,"03:31, 27 July 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 86,Canadachick,Fr33kman|NorthernWinds|Polygnotus,3,"15:25, 20 July 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 86,Barras,Victor Ningthemcha,1,"10:42, 28 July 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 86,Ferien,Davey2010,1,"20:35, 30 July 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 86,Dream Indigo,Barras,1,"19:33, 1 August 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 86,Ferien,NX3710,1,"00:09, 3 August 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 86,Griffinofwales,Harbhajan Piyale|VikRagnarr,2,"12:36, 4 August 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 86,Ferien,Thegoofhere,1,"22:19, 12 August 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 86,Auntof6,MathXplore,1,"13:07, 15 August 2025 (UTC)"
3,User talk:Ferien/WikiProject TBA/Phase IV,Ferien/TBA/P4,Brigandeur|Cactus|CountryANDWestern|MrMeAndMrMeTalk,4,"22:08, 2 August 2025 (UTC)"
1,Talk:Tomar (Jat clan),Griffinofwales,Harbhajan Piyale,1,"12:55, 4 August 2025 (UTC)"
1,Talk:Epstein files,Qwertyxp2000,2001:2020:359:B9D1:945E:EB5B:F4D4:D969,1,"08:07, 10 February 2026 (UTC)"
3,User talk:HerakliosJulianus,BRPever,SikhGlobality,1,"13:48, 8 August 2025 (UTC)"
3,User talk:HerakliosJulianus,Fr33kman,BRPever|Barras,2,"20:24, 8 August 2025 (UTC)"
4,Wikipedia:Change filter/Mistakes/Archive4,Cactusisme,RegalLegal1984,1,"06:53, 15 August 2025 (UTC)"
4,Wikipedia:Change filter/Mistakes/Archive4,JayBeeEll,Djsasso,1,"00:45, 30 August 2025 (UTC)"
4,Wikipedia:Change filter/Mistakes/Archive4,Ferien,~2026-14245-06,1,"21:54, 5 March 2026 (UTC)"
4,Wikipedia:Change filter/Mistakes/Archive4,Ferien,IloveRor,1,"23:50, 1 April 2026 (UTC)"
